VK;Wort;Prozent;Worteinordnung;filtername;kommt von…;Anmerkung;Sprache;schon bearbeitet
1;SEA;0.03 %;;;;unwichtig;;x
1;EIGENEM;0.03 %;;;;unwichtig;;x
1;*TG;0.03 %;;;;ersetzt;;x
1;MINDESLEVEL;0.03 %;;;;ersetzt;;x
1;87.106.39.19:9999;0.03 %;;;;unwichtig;;x
1;SCHULTERN;0.03 %;;;;unwichtig;;x
1;ONYXPANTHERVK;0.03 %;;;;unwichtig;;x
1;LOW-LEVEL;0.03 %;entlehnung;;niedrigstuftig;;e;x
1;DüRFEN;0.03 %;;;;unwichtig;;x
1;GELOOTET;0.03 %;entlehnung;plündern;plündern;filter1;e;x
1;INTERSERVER;0.03 %;;;;unwichtig;;x
1;SCHATTENHAFTEN;0.03 %;;;;unwichtig;;x
1;KRIEGE;0.03 %;;;;unwichtig;;x
1;MECHANISCHER;0.03 %;;;;unwichtig;;x
1;PANDARENDRACHLING;0.03 %;;;;unwichtig;;x
1;RETRI/PVP;0.03 %;;;;ersetzt;;x
1;STYLERUN..KEIN;0.03 %;;;;ersetzt;;x
1;MOGU'SHANGEWöLBEAB;0.03 %;;;;ersetzt;;x
1;GETAUSCHT;0.03 %;;;;unwichtig;;x
1;ME^^;0.03 %;;;;ersetzt;;x
1;KLEIN;0.03 %;;;;unwichtig;;x
1;MUST;0.03 %;;;;unwichtig;;x
1;ORDO;0.03 %;;;;unwichtig;;x
1;"DRACONICA""(10/16HC";0.03 %;;;;ersetzt;;x
1;RANGE-DDS;0.03 %;entlehnung;distanzkämpfer;distanzkämpfer;filter1;e;x
1;WWW.SELLRUN.FLAWLESS-GAMING.NET;0.03 %;;;;unwichtig;;x
1;FORUM;0.03 %;;;;unwichtig;;x
1;MÖGLICH;0.03 %;;;;unwichtig;;x
1;EQUIPTE;0.03 %;;;;unwichtig;;x
1;25HC;0.03 %;;;;ersetzt;;x
1;DO,DI;0.03 %;;;;unwichtig;;x
1;20:00-23:00UHR;0.03 %;;;;unwichtig;;x
1;LAGER;0.03 %;;;;unwichtig;;x
1;Jul.24;0.03 %;;;;unwichtig;;x
1;ONLINE-SERVICE,10-15;0.03 %;;;;unwichtig;;x
1;PROFESSIONAL-CHEAPEST-SICHERSTE-SCHNELLSTEN;0.03 %;;;;unwichtig;;x
1;WILLKOMMEN>>>>WWW.SKYGWOW.COM<<<<<;0.03 %;;;;unwichtig;;x
1;13:00-19:00UHR;0.03 %;;;;unwichtig;;x
1;WWW.ORDO-DRACONICA.COM;0.03 %;;;;unwichtig;;x
1;WARRI/PALA/DK;0.03 %;;;;ersetzt;;x
1;18:30;0.03 %;;;;unwichtig;;x
1;WARTET;0.03 %;;;;unwichtig;;x
1;KEUTE;0.03 %;;;;unwichtig;;x
1;SEIDENSTOFF;0.03 %;;;;unwichtig;;x
1;FUROR;0.03 %;entlehnung;krieger-furor;krieger mit furorfertigkeitsbaum;klasse;e;x
1;LIEBEN;0.03 %;;;;unwichtig;;x
1;GS25;0.03 %;;;;unwichtig;;x
1;7RELOAD;0.03 %;;;;unwichtig;;x
1;üBSCHER;0.03 %;;;;unwichtig;;x
1;290G;0.03 %;;;;unwichtig;;x
1;MAG;0.03 %;;;;unwichtig;;x
1;PVPTEILE;0.03 %;;;;ersetzt;;x
1;FüR´S;0.03 %;;;;unwichtig;;x
1;HOLT;0.03 %;;;;unwichtig;;x
1;UMBENENNEN;0.03 %;;;;unwichtig;;x
1;TASCHE;0.03 %;;;;unwichtig;;x
1;PET;0.03 %;entlehnung;;tier;;e;x
1;MOGU'SHAN;0.03 %;;;;ersetzt;;x
1;VAULTS;0.03 %;;;;unwichtig;;x
1;BEDEUTUNG;0.03 %;;;;unwichtig;;x
1;STEHEN;0.03 %;;;;unwichtig;;x
1;ZUDEM;0.03 %;;;;unwichtig;;x
1;KELLER;0.03 %;;;;unwichtig;;x
1;LEICHEN;0.03 %;;;;unwichtig;;x
1;HIN;0.03 %;;;;unwichtig;;x
1;TRANSMUTATIONS-ALCHI;0.03 %;kopfwort;;transmutationsalchemist;;;x
1;"<hat< td=""""></hat<>";0.03 %;;;;unwichtig;;x
1;VKIM;0.03 %;;;;unwichtig;;x
1;25ER-RAIDGRUPPE;0.03 %;entlehnung;;schlachtzug mit 25 mitgliedern;;e;x
1;SCHLACHTBEFEHLS/W;0.03 %;;;;unwichtig;;x
1;DETHECUS;0.03 %;;;;unwichtig;;x
1;CHARTRANS;0.03 %;entlehnung;;charaktertransfer;;e;x
1;BLUTGEISTVK;0.03 %;;;;unwichtig;;x
1;W.M;0.03 %;;;;ersetzt;;x
1;ERSATZBANK;0.03 %;;;;unwichtig;;x
1;BLUTGEISTVERKAUFE;0.03 %;;;;unwichtig;;x
1;KRIEGST;0.03 %;;;;unwichtig;;x
1;FURRY;0.03 %;;;;ersetzt;;x
1;NEUZUGANG;0.03 %;;;;unwichtig;;x
1;RBG-STAMM;0.03 %;mischkurzwort;;rated bg-stammgruppe;;e;x
1;OFFIS;0.03 %;kopfwort;;offiziere;;;x
1;NACHTLAUER;0.03 %;;;;unwichtig;;x
1;AGGI;0.03 %;;;;ersetzt;;x
1;HEISST;0.03 %;;;;unwichtig;;x
1;BUFF;0.03 %;entlehnung;;hilfreicher zauber;;e;x
1;FOOD;0.03 %;entlehnung;;nahrung;;e;x
1;MELD;0.03 %;;;;unwichtig;;x
1;SCHACHTEL;0.03 %;;;;unwichtig;;x
1;GARA'JAL;0.03 %;;;;unwichtig;;x
1;MS-WARRIOR;0.03 %;entlehnung;krieger-ms;krieger mit mortalstrikefertigkeitsbaum;klasse;e;x
1;KREUZFEUERKARABINER;0.03 %;;;;unwichtig;;x
1;ELESCHAMI;0.03 %;mischkurzwort;schamane-elementar;schamane mit elementarfertigkeitsbaum;klasse;;x
1;10FL;0.03 %;;;;ersetzt;;x
1;LIEBESRAKETE;0.03 %;;;;unwichtig;;x
1;WäCHTERKLINGE;0.03 %;;;;unwichtig;;x
1;MITNEHMEN;0.03 %;;;;unwichtig;;x
1;LR,CAP;0.03 %;;;;ersetzt;;x
1;FINDET;0.03 %;;;;unwichtig;;x
1;TRANSMOG;0.03 %;kopfwort;;transmogrifikation;;e;x
1;GREENS;0.03 %;;;;unwichtig;;x
1;4DDS;0.03 %;;;;ersetzt;;x
1;EMPEROR;0.03 %;;;;unwichtig;;x
1;JINN;0.03 %;;;;unwichtig;;x
1;SHADOW/WL;0.03 %;;;;ersetzt;;x
1;WWW.SAYF.CO.NR;0.03 %;;;;unwichtig;;x
1;ILLUSION;0.03 %;;;;unwichtig;;x
1;GEILES;0.03 %;;;;unwichtig;;x
1;487NER;0.03 %;;;;unwichtig;;x
1;1G;0.03 %;;;;unwichtig;;x
1;TANZEN;0.03 %;;;;unwichtig;;x
1;SILBERMOND;0.03 %;;;;unwichtig;;x
1;AUßERDEM;0.03 %;;;;unwichtig;;x
1;LEI'SHI;0.03 %;;;;unwichtig;;x
1;RUNENSTOFFBALLEN;0.03 %;;;;unwichtig;;x
1;AL;0.03 %;;;;unwichtig;;x
1;SAYF;0.03 %;;;;unwichtig;;x
1;FURI;0.03 %;;;;ersetzt;;x
1;LR1,5K;0.03 %;;;;ersetzt;;x
1;71-75;0.03 %;;;;unwichtig;;x
1;CM:DAILY;0.03 %;;;;ersetzt;;x
1;TANK/FURY;0.03 %;;;;ersetzt;;x
1;SAPHIRPANTHER;0.03 %;;;;unwichtig;;x
1;ACM;0.03 %;entlehnung;erfolge;achievement;filter1;e;x
1;GIFTMüLLSCHLEIMLING;0.03 %;;;;unwichtig;;x
1;INIS...SIND;0.03 %;;;;ersetzt;;x
1;DISKO;0.03 %;;;;unwichtig;;x
1;LIEBESTOLL;0.03 %;;;;unwichtig;;x
1;FLUSSGESANG;0.03 %;;;;unwichtig;;x
1;ABG;0.03 %;;;;unwichtig;;x
1;NEENORK;0.03 %;;;;unwichtig;;x
1;SPAS;0.03 %;;;;unwichtig;;x
1;SOLL;0.03 %;;;;unwichtig;;x
1;OGI^^;0.03 %;;;;unwichtig;;x
1;TRAPPERS;0.03 %;;;;unwichtig;;x
1;REISETASCHE;0.03 %;;;;unwichtig;;x
1;KöNTE;0.03 %;;;;unwichtig;;x
1;ERFAHREN;0.03 %;;;;unwichtig;;x
1;MACHSTE;0.03 %;;;;unwichtig;;x
1;HIHO;0.03 %;;;;unwichtig;;x
1;DAILYS;0.03 %;entlehnung;;tägliche aufgaben;;e;x
1;ZUSCHLAGNE;0.03 %;;;;unwichtig;;x
1;32/40;0.03 %;;;;unwichtig;;x
1;HAUPTSTäDTEN;0.03 %;;;;unwichtig;;x
1;HYDE;0.03 %;;;;unwichtig;;x
1;SMARTE;0.03 %;;;;unwichtig;;x
1;HEIMAT;0.03 %;;;;unwichtig;;x
1;MöCHTEN;0.03 %;;;;unwichtig;;x
1;BORD;0.03 %;;;;unwichtig;;x
1;SPIELERISCHE;0.03 %;;;;unwichtig;;x
1;TWINKGILDE;0.03 %;entlehnung;;gilde nur für zweitcharaktere;;e;x
1;ERWACHSENE;0.03 %;;;;unwichtig;;x
1;LANGFRISTIG;0.03 %;;;;unwichtig;;x
1;31/40;0.03 %;;;;unwichtig;;x
1;15K;0.03 %;;;;unwichtig;;x
1;OCCIDO;0.03 %;;;;unwichtig;;x
1;LUMEN(25;0.03 %;;;;unwichtig;;x
1;JAHREN;0.03 %;;;;unwichtig;;x
1;480GER;0.03 %;;;;unwichtig;;x
1;TAANK;0.03 %;;;;ersetzt;;x
1;21/40;0.03 %;;;;unwichtig;;x
1;NATLIS;0.03 %;;;;unwichtig;;x
1;FEUERHERZROBE;0.03 %;;;;unwichtig;;x
1;LäNGERFRISTIGEN;0.03 %;;;;unwichtig;;x
1;GILDENAUFBAU;0.03 %;;;;unwichtig;;x
1;GLüCKS;0.03 %;;;;unwichtig;;x
1;GIFTSCHLEIERGÜRTEL;0.03 %;;;;unwichtig;;x
1;29/40;0.03 %;;;;unwichtig;;x
1;SCHAMY;0.03 %;kopfwort;schamane;schamane;filter1;;x
1;3D;0.03 %;;;;unwichtig;;x
1;LVL-GILDE;0.03 %;mischkurzwort;;gilde nur für stufenanstieg;;e;x
1;SATHARION;0.03 %;;;;unwichtig;;x
1;VERNüNFTIGE;0.03 %;;;;unwichtig;;x
1;38/40;0.03 %;;;;unwichtig;;x
1;MOGU'SHANGEWöLBE(HC;0.03 %;;;;ersetzt;;x
1;VORSCHLAG;0.03 %;;;;unwichtig;;x
1;WOCHENENDRAID;0.03 %;entlehnung;;schlachtzug nur am wochenende;;e;x
1;18-22;0.03 %;;;;unwichtig;;x
1;99G;0.03 %;;;;unwichtig;;x
1;LFG^^;0.03 %;;;;ersetzt;;x
1;482/LR;0.03 %;;;;ersetzt;;x
1;STüCKE;0.03 %;;;;unwichtig;;x
1;TWINKRUNS;0.03 %;entlehnung;;schlachtzüge nur für zweitcharaktere;;e;x
1;MASSENWEISE;0.03 %;;;;unwichtig;;x
1;MUTILATE;0.03 %;entlehnung;;spezielle schurkenskillung;klasse;e;x
1;AKTIVITäTSBONI;0.03 %;;;;unwichtig;;x
1;SCHLANGENKARTENSET;0.03 %;;;;unwichtig;;x
1;KAMNN;0.03 %;;;;unwichtig;;x
1;UFMACHEN;0.03 %;;;;unwichtig;;x
1;SUHCE;0.03 %;;;;ersetzt;;x
1;MIRA;0.03 %;;;;unwichtig;;x
1;EULE/ELE/MELEE;0.03 %;;;;ersetzt;;x
1;LVL-BEREICH;0.03 %;mischkurzwort;;stufenbereich bei charakteren;;e;x
1;BLüTEN;0.03 %;;;;unwichtig;;x
1;NINJA´T;0.03 %;idiosykratie;;stiehlt beute;;e;x
1;QU'NAS;0.03 %;;;;unwichtig;;x
1;EWIGEN;0.03 %;;;;unwichtig;;x
1;TAL;0.03 %;;;;unwichtig;;x
1;PVP-EPIC;0.03 %;;;;ersetzt;;x
1;IR;0.03 %;;;;unwichtig;;x
1;UNECHTE;0.03 %;;;;unwichtig;;x
1;BEINPLATTEN;0.03 %;;;;unwichtig;;x
1;SICHEREN;0.03 %;;;;unwichtig;;x
1;TANK/DD;0.03 %;;;;ersetzt;;x
1;495/495;0.03 %;;;;unwichtig;;x
1;495EQ;0.03 %;;;;ersetzt;;x
1;MECHANO-HOG;0.03 %;;;;unwichtig;;x
1;MAGE/HUNTER;0.03 %;;;;ersetzt;;x
1;S´´WTB;0.03 %;;;;ersetzt;;x
1;LOOTEN;0.03 %;entlehnung;plündern;plündern;filter1;e;x
1;SCHURKEE;0.03 %;;;;ersetzt;;x
1;RGB/3V3;0.03 %;;;;ersetzt;;x
1;TRAUMTINTE;0.03 %;;;;unwichtig;;x
1;BALANCED;0.03 %;entlehnung;;gleichmäßigkeit;;e;x
1;HTTP://DE.TWITCH.TV/CRUSADERQT;0.03 %;;;;unwichtig;;x
1;BRAUREI,SCHOLO,JADE;0.03 %;;;;unwichtig;;x
1;X-REALM-RBG;0.03 %;;;;ersetzt;;x
1;05.Sep;0.03 %;;;;unwichtig;;x
1;CMODES;0.03 %;entlehnung;;challenge mode;;e;x
1;BY;0.03 %;;;;unwichtig;;x
1;BLIZZARD;0.03 %;;;;unwichtig;;x
1;FDK/W;0.03 %;;;;ersetzt;;x
1;GEERDETE;0.03 %;;;;unwichtig;;x
1;STIEFEL;0.03 %;;;;unwichtig;;x
1;OMG;0.03 %;initialkurzwort;;oh mein gott;;e;x
1;YOLO;0.03 %;;;;unwichtig;;x
1;474ILVL;0.03 %;;;;ersetzt;;x
1;1.9LR;0.03 %;;;;ersetzt;;x
1;BRENNENDER;0.03 %;;;;unwichtig;;x
1;06.Okt;0.03 %;;;;unwichtig;;x
1;MAGE/MS/RS;0.03 %;;;;ersetzt;;x
1;WICHTIGE;0.03 %;;;;unwichtig;;x
1;WERD;0.03 %;;;;unwichtig;;x
1;HUNTER/DK;0.03 %;;;;ersetzt;;x
1;LOCKED,MOUNT+STYLE;0.03 %;;;;ersetzt;;x
1;BEZAHLEN;0.03 %;;;;unwichtig;;x
1;ALCHEMY;0.03 %;entlehnung;;alchemie;;e;x
1;WAPPENROCK;0.03 %;;;;unwichtig;;x
1;WEIBLICHEN;0.03 %;;;;unwichtig;;x
1;MENSCH;0.03 %;;;;unwichtig;;x
1;2000LR;0.03 %;;;;ersetzt;;x
1;RUBINWOLKENSCHLANGEUNT;0.03 %;;;;unwichtig;;x
1;GüNSTIGEN;0.03 %;;;;unwichtig;;x
1;HDUDU;0.03 %;mischkurzwort;druide-wiederherstellung;druide mit wiederherstellungsfertigkeitsbaum;klasse;;x
1;CD;0.03 %;initialkurzwort;abklingzeit;cooldown;filter1;e;x
1;DEIVAT;0.03 %;;;;unwichtig;;x
1;DEINEN;0.03 %;;;;unwichtig;;x
1;MONITOR;0.03 %;;;;unwichtig;;x
1;EMPFELEN;0.03 %;;;;unwichtig;;x
1;VIERLE;0.03 %;;;;unwichtig;;x
1;ANTOWRTEN;0.03 %;;;;unwichtig;;x
1;EIN^^;0.03 %;;;;ersetzt;;x
1;TIEFENKRISTALL;0.03 %;;;;unwichtig;;x
1;ALBINODRACHEN;0.03 %;;;;unwichtig;;x
1;TEAMSPEAK;0.03 %;;;;unwichtig;;x
1;ADMINRECHTE;0.03 %;;;;unwichtig;;x
1;GARANTIERT;0.03 %;;;;unwichtig;;x
1;BLUTGEISTW;0.03 %;;;;ersetzt;;x
1;BLUTGEIST1K;0.03 %;;;;unwichtig;;x
1;GLüCKSARMREIF;0.03 %;;;;unwichtig;;x
1;KANNN;0.03 %;;;;unwichtig;;x
1;LETZTES;0.03 %;;;;unwichtig;;x
1;HüBSCHES;0.03 %;;;;unwichtig;;x
1;TRäNKE;0.03 %;;;;unwichtig;;x
1;ELIXIERE;0.03 %;;;;unwichtig;;x
1;DIENSTE;0.03 %;;;;unwichtig;;x
1;AXELRETREEM;0.03 %;;;;unwichtig;;x
1;LEGAL.SKYPE;0.03 %;;;;unwichtig;;x
1;TAILORING;0.03 %;entlehnung;;schneiderei;;e;x
1;STüRMISCHER;0.03 %;;;;unwichtig;;x
1;CHRYSOKOLL;0.03 %;;;;unwichtig;;x
1;HäNDCHEN;0.03 %;;;;unwichtig;;x
1;EISKALTES;0.03 %;;;;unwichtig;;x
1;SEGEL;0.03 %;;;;unwichtig;;x
1;SETZEN;0.03 %;;;;unwichtig;;x
1;ADMIRAL;0.03 %;;;;unwichtig;;x
1;RBG-HILFE;0.03 %;;;;ersetzt;;x
1;.SCHNELL;0.03 %;;;;unwichtig;;x
1;AUSLIEFERUNG;0.03 %;;;;unwichtig;;x
1;ACCOUNTS.SIE;0.03 %;;;;ersetzt;;x
1;SELBST.ENGLISCH/DEUTSCH;0.03 %;;;;unwichtig;;x
1;EUROPE;0.03 %;;;;unwichtig;;x
1;PREISE;0.03 %;;;;unwichtig;;x
1;RISIKOFREI;0.03 %;;;;unwichtig;;x
1;NIEDRIGSTEN;0.03 %;;;;unwichtig;;x
1;HDROOD;0.03 %;mischkurzwort;druide-wiederherstellung;druide mit wiederherstellungsfertigkeitsbaum;klasse;e;x
1;EINHäNDIG;0.03 %;;;;unwichtig;;x
1;FERAL/MAGE/SHADOW/WL;0.03 %;;;;ersetzt;;x
1;VIABLE;0.03 %;;;;unwichtig;;x
1;W7ME;0.03 %;;;;ersetzt;;x
1;URMONDSTOFFTASCHE;0.03 %;;;;unwichtig;;x
1;URMONDSTOFF;0.03 %;;;;unwichtig;;x
1;KEINEN;0.03 %;;;;unwichtig;;x
1;LEVELN;0.03 %;entlehnung;;eine Stufe aufsteigen;;e;x
1;MADERICH;0.03 %;;;;unwichtig;;x
1;á;0.03 %;;;;unwichtig;;x
1;1200G;0.03 %;;;;unwichtig;;x
1;SUCHST;0.03 %;;;;unwichtig;;x
1;PVE/PVP;0.03 %;;;;ersetzt;;x
1;UNTERHALTUNG;0.03 %;;;;unwichtig;;x
1;UNSER´N;0.03 %;;;;unwichtig;;x
1;ARENA/BG´S;0.03 %;;;;ersetzt;;x
1;DICH!!WENN;0.03 %;;;;unwichtig;;x
1;SPIELST;0.03 %;;;;unwichtig;;x
1;ERREICHT;0.03 %;;;;unwichtig;;x
1;AUFBAUT;0.03 %;;;;unwichtig;;x
1;COURNITH;0.03 %;;;;unwichtig;;x
1;WASSERSCHREITERS;0.03 %;;;;unwichtig;;x
1;SEIDENGLANZ1K;0.03 %;;;;unwichtig;;x
1;RETRI-PALLY;0.03 %;mischkurzwort;paladin-vergeltung;paladin mit vergeltungsfertigkeitsbaum;klasse;e;x
1;3ON3/5ON5;0.03 %;;;;ersetzt;;x
1;MAGE/HEXER/SHADOW;0.03 %;;;;ersetzt;;x
1;RSCHAMIE;0.03 %;mischkurzwort;schamane-wiederherstellung;schamane mit wiederherstellungsfertigkeitsbaum;klasse;e;x
1;WARII;0.03 %;;;;ersetzt;;x
1;STILLE;0.03 %;;;;unwichtig;;x
1;GAMASCHEN;0.03 %;;;;unwichtig;;x
1;ILVL484;0.03 %;;;;ersetzt;;x
1;SIMILAR;0.03 %;;;;unwichtig;;x
1;RBG-EXP;0.03 %;;;;ersetzt;;x
1;JUNGLE/KFC;0.03 %;;;;ersetzt;;x
1;IL.491;0.03 %;;;;ersetzt;;x
1;GEISTERPRANKE1K;0.03 %;;;;unwichtig;;x
1;2.8XP;0.03 %;;;;ersetzt;;x
1;GESORGT;0.03 %;;;;unwichtig;;x
1;RELOAD;0.03 %;entlehnung;;erneut laden;;e;x
1;GüNSTIGER;0.03 %;;;;unwichtig;;x
1;M²;0.03 %;;;;unwichtig;;x
1;VORHHANDEN;0.03 %;;;;unwichtig;;x
1;EISENSCHMIEDE;0.03 %;;;;unwichtig;;x
1;WOHNUNGEN;0.03 %;;;;unwichtig;;x
1;T6;0.03 %;;;;unwichtig;;x
1;DROP;0.03 %;entlehnung;;beute;;e;x
1;HääDNLER;0.03 %;;;;unwichtig;;x
1;ROGUE(2.4;0.03 %;;;;ersetzt;;x
1;GGS;0.03 %;;;;ersetzt;;x
1;PALA/DISC;0.03 %;;;;ersetzt;;x
1;LOCKED,MOUNT+REST;0.03 %;;;;ersetzt;;x
1;EINHANDSTREITKOLBEN;0.03 %;;;;unwichtig;;x
1;HOLA;0.03 %;;;;unwichtig;;x
1;70LVL;0.03 %;;;;ersetzt;;x
1;HUNTER/DK/PRIESTER;0.03 %;;;;ersetzt;;x
1;RUBINWOLKENSCHLANGE;0.03 %;;;;unwichtig;;x
1;70IGER;0.03 %;;;;unwichtig;;x
1;MONSTERLAGG;0.03 %;entlehnung;;riesenverzögerung auf netzwerk bezogen;;e;x
1;UPGRADES;0.03 %;;;;unwichtig;;x
1;ENHANCER;0.03 %;entlehnung;schamane-verstärkung;schamane mit verstärkungsfertigkeitsbaum;klasse;e;x
1;SCHREIBEN;0.03 %;;;;unwichtig;;x
1;T12/2;0.03 %;;;;unwichtig;;x
1;LFGRBG;0.03 %;;;;ersetzt;;x
1;ARANE;0.03 %;;;;unwichtig;;x
1;DRACHENERFOLGE;0.03 %;;;;unwichtig;;x
1;10000G;0.03 %;;;;unwichtig;;x
1;VERMITTELT^^;0.03 %;;;;ersetzt;;x
1;EINTAUSCHEN;0.03 %;;;;unwichtig;;x
1;BUNCHOFBOONS;0.03 %;;;;unwichtig;;x
1;HERZLICH;0.03 %;;;;unwichtig;;x
1;GESCHENKT;0.03 %;;;;unwichtig;;x
1;MIND+1,7K;0.03 %;;;;ersetzt;;x
1;EULE/MAGE/WL/FüR;0.03 %;;;;ersetzt;;x
1;RBG-PUSH;0.03 %;entlehnung;;rating des rbgs hochtreiben;;e;x
1;FLöWE;0.03 %;;;;unwichtig;;x
1;BUSY;0.03 %;;;;unwichtig;;x
1;SANDSKARABäUS;0.03 %;;;;unwichtig;;x
1;2XHEALS;0.03 %;;;;ersetzt;;x
1;IRGENDEIN;0.03 %;;;;unwichtig;;x
1;AUGE;0.03 %;;;;unwichtig;;x
1;GESCUHT;0.03 %;;;;ersetzt;;x
1;OHHP;0.03 %;;;;unwichtig;;x
1;GANGNAMSTYLE;0.03 %;;;;unwichtig;;x
1;OOHHHPPP;0.03 %;;;;unwichtig;;x
1;SHATTRATH;0.03 %;;;;unwichtig;;x
1;SPANIEN;0.03 %;;;;unwichtig;;x
1;VERGELTER;0.03 %;;;;unwichtig;;x
1;WANTED;0.03 %;;;;unwichtig;;x
1;NAXXRAMAS;0.03 %;;;;unwichtig;;x
1;ME1;0.03 %;;;;ersetzt;;x
1;AKTUELLE;0.03 %;;;;unwichtig;;x
1;GOLD!UND;0.03 %;;;;unwichtig;;x
1;VIELES;0.03 %;;;;unwichtig;;x
1;OHPPP;0.03 %;;;;unwichtig;;x
1;GEISTERFARBSTOFF;0.03 %;;;;unwichtig;;x
1;EHYY;0.03 %;;;;unwichtig;;x
1;"GANGNAMSTYLE""""""OHHP";0.03 %;;;;unwichtig;;x
1;OHHHPPPPP;0.03 %;;;;unwichtig;;x
1;300G;0.03 %;;;;unwichtig;;x
1;SCHNEEMANN;0.03 %;;;;unwichtig;;x
1;REPARATURKOSTEN;0.03 %;;;;unwichtig;;x
1;490+,PLS;0.03 %;;;;ersetzt;;x
1;FM;0.03 %;;;;unwichtig;;x
1;X18;0.03 %;;;;unwichtig;;x
1;CDS;0.03 %;initialkurzwort;abklingzeit;cool down;filter1;e;x
1;GLüCKSBRINGER;0.03 %;;;;unwichtig;;x
1;ARMREIF;0.03 %;;;;unwichtig;;x
1;HäUPTLING;0.03 %;;;;unwichtig;;x
1;BLUTGEISTKAUFE;0.03 %;;;;unwichtig;;x
1;WOCHENENDSTAMM;0.03 %;entlehnung;;stammgruppe nur für wochenende;;e;x
1;LEHRER,KANN;0.03 %;;;;unwichtig;;x
1;MASSENHAFT;0.03 %;;;;unwichtig;;x
1;2/3HEILERN;0.03 %;;;;ersetzt;;x
1;03.Mai;0.03 %;;;;unwichtig;;x
1;KIDDIE*;0.03 %;;;;ersetzt;;x
1;DENGLISH^^;0.03 %;;;;ersetzt;;x
1;ARKTISCHEN;0.03 %;;;;unwichtig;;x
1;**;0.03 %;;;;unwichtig;;x
1;KIDDI;0.03 %;entlehnung;;kid/kind;ersetzt;;x
1;ALG;0.03 %;;;;unwichtig;;x
1;LERN;0.03 %;;;;unwichtig;;x
1;DEUTSCH;0.03 %;;;;unwichtig;;x
1;DäMLISH;0.03 %;;;;unwichtig;;x
1;40G/STACK;0.03 %;;;;unwichtig;;x
1;O,5;0.03 %;;;;unwichtig;;x
1;PVP-GS;0.03 %;;;;ersetzt;;x
1;EULE/ELE;0.03 %;;;;ersetzt;;x
1;NEULING;0.03 %;;;;unwichtig;;x
1;SCHRUKEN;0.03 %;;;;ersetzt;;x
1;1XROGUE;0.03 %;;;;ersetzt;;x
1;UDN;0.03 %;;;;unwichtig;;x
1;AHNE;0.03 %;;;;unwichtig;;x
1;BEANTRAGEN;0.03 %;;;;unwichtig;;x
1;SCHENKT;0.03 %;;;;unwichtig;;x
1;1XWARLOCK;0.03 %;;;;ersetzt;;x
1;1.5KEXP;0.03 %;;;;ersetzt;;x
1;ERBARMT;0.03 %;;;;unwichtig;;x
1;TINTEN;0.03 %;;;;unwichtig;;x
1;KRäUTERTASCHEN;0.03 %;;;;unwichtig;;x
1;PIGMENTE;0.03 %;;;;unwichtig;;x
1;BLASSBLATT;0.03 %;;;;unwichtig;;x
1;WOANDERS;0.03 %;;;;unwichtig;;x
1;ANSCHREIBT;0.03 %;;;;unwichtig;;x
1;DDD;0.03 %;;;;unwichtig;;x
1;ARBEITSAMT;0.03 %;;;;unwichtig;;x
1;DERJENIGE;0.03 %;;;;unwichtig;;x
1;SAGT;0.03 %;;;;unwichtig;;x
1;BETTELN;0.03 %;;;;unwichtig;;x
1;ARBEIT^^;0.03 %;;;;ersetzt;;x
1;üBERNEHMEN;0.03 %;;;;unwichtig;;x
1;GILDENBANK;0.03 %;;;;unwichtig;;x
1;GEISTEREISENERZ/W;0.03 %;;;;ersetzt;;x
1;KHORIUMKRAFTKERN;0.03 %;;;;unwichtig;;x
1;SZCHE;0.03 %;;;;ersetzt;;x
1;MASSE;0.03 %;;;;unwichtig;;x
1;SCHLANGE;0.03 %;;;;unwichtig;;x
1;TROLL;0.03 %;;;;unwichtig;;x
1;SCHURKEN---ZAHLE;0.03 %;;;;ersetzt;;x
1;==;0.03 %;;;;unwichtig;;x
1;SPIRITBLADE;0.03 %;;;;unwichtig;;x
1;DECIMATOR;0.03 %;;;;unwichtig;;x
1;RAIDGILDE/GRP;0.03 %;;;;ersetzt;;x
1;WAHL;0.03 %;;;;unwichtig;;x
1;LäUFT;0.03 %;;;;unwichtig;;x
1;KöNTNE;0.03 %;;;;unwichtig;;x
1;SCHWARZFELSTIEFEN;0.03 %;;;;unwichtig;;x
1;DRUIDHEAL;0.03 %;entlehnung;druide-wiederherstellung;druide mit wiederherstellungsfertigkeitsbaum;klasse;e;x
1;WASSERGEIST;0.03 %;;;;unwichtig;;x
1;GEBRAUCHEN;0.03 %;;;;unwichtig;;x
1;MASS;0.03 %;;;;unwichtig;;x
1;FROST-DK;0.03 %;partielles kurzwort;todesritter-frost;todesritter mit frostfertigkeitsbaum;klasse;e;x
1;GLUTSEIDENBALLEN;0.03 %;;;;unwichtig;;x
1;HALLöLE;0.03 %;;;;unwichtig;;x
1;ERHEBLICHE;0.03 %;;;;unwichtig;;x
1;ALPTRäUME;0.03 %;;;;unwichtig;;x
1;0/5;0.03 %;;;;unwichtig;;x
1;HEXERGLYPHN;0.03 %;;;;unwichtig;;x
1;SEELENBRUNNEN;0.03 %;;;;unwichtig;;x
1;KLEINEN;0.03 %;;;;unwichtig;;x
1;SONS;0.03 %;;;;unwichtig;;x
1;MITM;0.03 %;;;;unwichtig;;x
1;AUSKENNT;0.03 %;;;;unwichtig;;x
